date,A 固定手数,B 波动定手数,C 波动定手数+金额止损
20240903,0.9545441593080495,1.2172927740749289,0.7141113889436177
20240904,0.9545441593080495,1.2172927740749289,0.7141113889436177
20240905,0.9545441593080495,1.2172927740749289,0.7141113889436177
20240906,0.9545441593080495,1.2172927740749289,0.7141113889436177
20240909,0.9545441593080495,1.211868862434861,0.7086874773035496
20240910,0.9545441593080495,1.173529906228498,0.6703485210971868
20240911,0.9675183845199793,1.2052383415959442,0.702056956464633
20240912,0.977360270831051,1.227970360009577,0.7247889748782659
20240913,0.9884259937228433,1.2535291003349354,0.7503477152036241
20240918,0.9931393642352433,1.2644156745028992,0.7612342893715879
20240919,0.9932336764539571,1.2646335094813443,0.7614521243500332
20240920,0.9809145437209015,1.236179741242549,0.7329983561112378
20240923,0.9723562495111988,1.2164124633635727,0.7132310782322614
20240924,0.980944068548676,1.236247935378045,0.7330665502467335
20240925,0.9885185509590446,1.2537428817921827,0.7505614966608716
20240926,0.9901995622554406,1.2576255500668823,0.754444164935571
20240927,0.9953225512493973,1.2694582289317513,0.7662768438004401
20240930,1.009683225096401,1.3026273889895161,0.7994460038582049
20241008,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241009,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241010,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241011,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241014,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241015,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241016,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241017,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241018,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241021,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241022,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241023,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241024,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241025,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241028,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241029,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241030,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241031,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241101,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241104,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241105,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241106,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241107,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241108,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241111,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241112,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241113,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241114,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241115,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241118,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241119,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241120,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241121,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241122,1.0318396902096736,1.3538026573290145,0.8506212721977033
20241125,1.0318396902096736,1.3754814295345446,0.8723000444032332
20241126,1.0318396902096736,1.3612059373742773,0.8580245522429661
20241127,1.0318396902096736,1.3885132812717758,0.8853318961404646
20241128,1.0318396902096736,1.3981689348840671,0.8949875497527557
20241129,1.0318396902096736,1.3846081285677778,0.8814267434364667
20241202,1.0318396902096736,1.387039718366531,0.8838583332352197
20241203,1.0318396902096736,1.388155931996312,0.8849745468650008
20241204,1.0318396902096736,1.4016253615733754,0.898443976442064
20241205,1.0318396902096736,1.3815074802616094,0.878326095130298
20241206,1.0318396902096736,1.3709502065872137,0.8677688214559024
20241209,1.0318396902096736,1.3577347915542524,0.8545534064229412
20241210,1.0318396902096736,1.340219186190932,0.8370378010596208
20241211,1.0243173120018623,1.3257800570016842,0.822598671870373
20241212,1.0160490578303947,1.3084449670949954,0.805263581963684
20241213,1.0229433419385394,1.322899413266881,0.8197180281355697
20241216,1.0239210258586608,1.3249492097903253,0.8217678246590141
20241217,1.0276398409379248,1.3327460182106388,0.8295646330793276
20241218,1.0301300047907063,1.337966856053205,0.8347854709218939
20241219,1.0179194049204774,1.3123663069922595,0.8091849218609484
20241220,1.018809119464463,1.3142316683238577,0.8110502831925465
20241223,0.9981121976611967,1.2708388319631376,0.7676574468318265
20241224,0.9918232237382942,1.2576534694774817,0.7544720843461704
20241225,0.9899695476337681,1.2537670817028133,0.7505856965715021
20241226,0.9942158321348297,1.2626697741054365,0.7594883889741253
20241227,0.9955412764237553,1.2654486794751,0.7622672943437888
20241230,0.9799961671816104,1.2328570512143482,0.7296756660830369
20241231,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250102,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250103,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250106,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250107,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250108,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250109,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250110,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250113,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250114,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250115,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250116,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250117,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250120,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250121,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250122,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250123,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250124,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250127,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250205,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250206,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250207,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250210,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250211,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250212,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250213,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250214,0.9776898101746352,1.2280215798749685,0.7248401947436571
20250217,0.9842714788535215,1.2367244226288279,0.7335430374975167
20250218,0.9812764234177682,1.2327641053038203,0.729582720172509
20250219,0.9724476792110627,1.2210899879494344,0.717908602818123
20250220,0.9768198373082995,1.2268712276732339,0.7236898425419227
20250221,0.9811782752441432,1.232634325431373,0.7294529403000618
20250224,0.99618395011755,1.2524761064766163,0.7492947213453052
20250225,0.9831252840602878,1.2352088262751546,0.7320274411438433
20250226,0.9958100342528404,1.251981683081501,0.7488002979501897
20250227,1.0023717140428667,1.260658094824463,0.7574767096931518
20250228,1.0013725938167215,1.259336972986739,0.7561555878554278
20250303,1.0013725938167215,1.259336972986739,0.7561555878554278
20250304,1.0013725938167215,1.259336972986739,0.7561555878554278
20250305,1.0013725938167215,1.259336972986739,0.7561555878554278
20250306,1.0013725938167215,1.259336972986739,0.7561555878554278
20250307,1.0013725938167215,1.259336972986739,0.7561555878554278
20250310,1.0013725938167215,1.259336972986739,0.7561555878554278
20250311,1.0013725938167215,1.259336972986739,0.7561555878554278
20250312,1.0013725938167215,1.259336972986739,0.7561555878554278
20250313,1.0013725938167215,1.259336972986739,0.7561555878554278
20250314,1.0013725938167215,1.259336972986739,0.7561555878554278
20250317,1.0013725938167215,1.259336972986739,0.7561555878554278
20250318,1.0013725938167215,1.259336972986739,0.7561555878554278
20250319,1.0013725938167215,1.259336972986739,0.7561555878554278
20250320,1.0013725938167215,1.259336972986739,0.7561555878554278
20250321,1.0013725938167215,1.259336972986739,0.7561555878554278
20250324,1.0013725938167215,1.259336972986739,0.7561555878554278
20250325,1.0013725938167215,1.259336972986739,0.7561555878554278
20250326,1.0013725938167215,1.259336972986739,0.7561555878554278
20250327,1.0013725938167215,1.259336972986739,0.7561555878554278
20250328,1.0013725938167215,1.259336972986739,0.7561555878554278
20250331,1.0013725938167215,1.259336972986739,0.7561555878554278
20250401,0.997297272938769,1.254387518895736,0.7512061337644248
20250402,0.9905849244865799,1.2462354097730757,0.7430540246417644
20250403,0.9805755950361109,1.2340791359285213,0.7308977507972101
20250407,0.9602506234340853,1.2093945732013511,0.70621318807004
20250408,0.9666277797112809,1.217139593328696,0.7139582081973848
20250409,0.9666277797112809,1.217139593328696,0.7139582081973848
20250410,0.9666277797112809,1.217139593328696,0.7139582081973848
20250411,0.9666277797112809,1.217139593328696,0.7139582081973848
20250414,0.9666277797112809,1.217139593328696,0.7139582081973848
20250415,0.9666277797112809,1.217139593328696,0.7139582081973848
20250416,0.9666277797112809,1.217139593328696,0.7139582081973848
20250417,0.9666277797112809,1.217139593328696,0.7139582081973848
20250418,0.9666277797112809,1.217139593328696,0.7139582081973848
20250421,0.9666277797112809,1.217139593328696,0.7139582081973848
20250422,0.9666277797112809,1.217139593328696,0.7139582081973848
20250423,0.9666277797112809,1.217139593328696,0.7139582081973848
20250424,0.9666277797112809,1.217139593328696,0.7139582081973848
20250425,0.9666277797112809,1.217139593328696,0.7139582081973848
20250428,0.9666277797112809,1.217139593328696,0.7139582081973848
20250429,0.9666277797112809,1.217139593328696,0.7139582081973848
20250430,0.9666277797112809,1.217139593328696,0.7139582081973848
20250506,0.9666277797112809,1.217139593328696,0.7139582081973848
20250507,0.9666277797112809,1.217139593328696,0.7139582081973848
20250508,0.9666277797112809,1.217139593328696,0.7139582081973848
20250509,0.9666277797112809,1.217139593328696,0.7139582081973848
20250512,0.9666277797112809,1.217139593328696,0.7139582081973848
20250513,0.9666277797112809,1.217139593328696,0.7139582081973848
20250514,0.9666277797112809,1.217139593328696,0.7139582081973848
20250515,0.9840485721352068,1.2389701239130313,0.73578873878172
20250516,0.9924663771631813,1.2495187341969,0.7463373490655888
20250519,0.9878284207070998,1.243706768368971,0.7405253832376597
20250520,0.9878284207070998,1.243706768368971,0.7405253832376597
20250521,0.9878284207070998,1.243706768368971,0.7405253832376597
20250522,0.9878284207070998,1.243706768368971,0.7405253832376597
20250523,0.9878284207070998,1.243706768368971,0.7405253832376597
20250526,0.9878284207070998,1.243706768368971,0.7405253832376597
20250527,0.9878284207070998,1.243706768368971,0.7405253832376597
20250528,0.9878284207070998,1.243706768368971,0.7405253832376597
20250529,0.9878284207070998,1.243706768368971,0.7405253832376597
20250530,0.9878284207070998,1.243706768368971,0.7405253832376597
20250603,0.9878284207070998,1.243706768368971,0.7405253832376597
20250604,0.9878284207070998,1.243706768368971,0.7405253832376597
20250605,0.9863443207364698,1.2417927414094458,0.7386113562781345
20250606,0.9879605411242819,1.2438771625778482,0.740695777446537
20250609,0.9820171544012034,1.2362120438904411,0.7330306587591298
20250610,0.9863335913932691,1.241778903896778,0.7385975187654668
20250611,0.9842279229337763,1.2390632470818395,0.7358818619505282
20250612,0.9818258667737032,1.2359653423990964,0.7327839572677852
20250613,0.9485835753915426,1.1930931348921865,0.6899117497608753
20250616,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250617,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250618,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250619,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250620,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250623,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250624,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250625,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250626,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250627,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250630,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250701,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250702,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250703,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250704,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250707,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250708,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250709,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250710,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250711,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250714,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250715,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250716,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250717,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250718,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250721,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250722,0.9432687037575922,1.1862386050120475,0.6830572198807362
20250723,0.9555147018904336,1.2016309356854968,0.6984495505541857
20250724,0.9331769395180093,1.1735539899591043,0.6703726048277932
20250725,0.9215737789302667,1.1589696594140344,0.6557882742827232
20250728,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250729,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250730,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250731,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250801,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250804,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250805,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250806,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250807,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250808,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250811,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250812,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250813,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250814,0.9212024699219532,1.1585029509451947,0.6553215658138836
20250815,0.9040881618505372,1.1395077069885422,0.636326321857231
20250818,0.8999561369277004,1.1349215547984137,0.6317401696671028
20250819,0.902757289843604,1.1380305664379988,0.6348491813066879
20250820,0.9141904677632307,1.150720299664541,0.6475389145332298
20250821,0.9117914473312535,1.1480576165941976,0.6448762314628864
20250822,0.9018242623709689,1.1369949952430078,0.6338136101116967
20250825,0.9051944170514397,1.1407355443823632,0.6375541592510521
20250826,0.893238140675894,1.1274652219352657,0.6242838368039545
20250827,0.8860088626783462,1.1194414152688872,0.616260030137576
20250828,0.8872707388747019,1.120841977073247,0.6176605919419358
20250829,0.8916389245051184,1.1256902450459552,0.6225088599146439
20250901,0.9082506746800304,1.1441276978370754,0.6409463127057641
20250902,0.9045528097104891,1.1400234216418539,0.6368420365105427
20250903,0.9098294832954612,1.145880024293151,0.6426986391618398
20250904,0.9110968511089982,1.1472866812669817,0.6441052961356706
20250905,0.9286826699047214,1.1668052569995389,0.6636238718682278
20250908,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250909,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250910,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250911,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250912,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250915,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250916,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250917,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250918,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250919,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250922,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250923,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250924,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250925,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250926,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250929,0.9262757335914915,1.1641337880586304,0.6609524029273193
20250930,0.9262757335914915,1.1641337880586304,0.6609524029273193
20251009,0.9262757335914915,1.1641337880586304,0.6609524029273193
20251010,0.9262757335914915,1.1641337880586304,0.6609524029273193
20251013,0.9262757335914915,1.1641337880586304,0.6609524029273193
20251014,0.9523449997163873,1.1979840896718688,0.6948027045405575
20251015,0.9360857350032866,1.1768718338871793,0.6736904487558681
20251016,0.9275365343535473,1.165770906873764,0.6625895217424529
20251017,0.9437211031764032,1.1867861718800425,0.6836047867487314
20251020,0.9493676189681679,1.1941180339163358,0.6909366487850246
20251021,0.9503949036492988,1.195451937837234,0.6922705527059227
20251022,0.9638354328983528,1.2129041348704117,0.7097227497391005
20251023,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251024,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251027,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251028,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251029,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251030,0.9658107472304202,1.2154690320025783,0.7122876468712671
20251031,0.9644994421597635,1.2135439660902432,0.710362580958932
20251103,0.9439031749979501,1.1833075453504849,0.6801261602191737
20251104,0.9288122920018926,1.1611533227421644,0.6579719376108533
20251105,0.9596422340416016,1.2064133250314786,0.7032319399001674
20251106,0.9525254464957673,1.195965500633945,0.6927841155026337
20251107,0.9452677469303755,1.1853108098621716,0.6821294247308605
20251110,0.9364861223726695,1.172418915771883,0.6692375306405718
20251111,0.9342328261221544,1.1691109564729176,0.6659295713416065
20251112,0.9447248024643703,1.1845137383742423,0.6813323532429312
20251113,0.9361434685818316,1.1719158816974824,0.6687344965661712
20251114,0.9021661744177802,1.1220353983132139,0.6188540131819027
20251117,0.8871172165851766,1.0999427240850834,0.5967613389537723
20251118,0.9022683353699479,1.1221853760498903,0.6190039909185793
20251119,0.8812353530245074,1.0913078340850166,0.5881264489537055
20251120,0.8867152855117392,1.0993526677923893,0.5961712826610782
20251121,0.8906630175396891,1.1051481493535444,0.6019667642222333
20251124,0.9348406292096471,1.1700032438828627,0.6668218587515515
20251125,0.9376588374362136,1.1741405241483227,0.6709591390170117
20251126,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251127,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251128,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251201,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251202,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251203,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251204,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251205,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251208,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251209,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251210,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251211,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251212,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251215,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251216,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251217,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251218,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251219,0.9447935107657969,1.1846146058321136,0.6814332207008025
20251222,0.9139201623967756,1.1519819265991442,0.648800541467833
20251223,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251224,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251225,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251226,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251229,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251230,0.9145205442052914,1.1526165214199076,0.6494351362885964
20251231,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260105,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260106,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260107,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260108,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260109,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260112,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260113,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260114,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260115,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260116,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260119,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260120,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260121,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260122,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260123,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260126,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260127,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260128,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260129,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260130,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260202,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260203,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260204,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260205,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260206,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260209,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260210,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260211,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260212,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260213,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260224,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260225,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260226,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260227,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260302,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260303,0.9145205442052914,1.1526165214199076,0.6494351362885964
20260304,0.9510991133674319,1.1877703552836563,0.6845889701523451
20260305,0.9866278658848189,1.2219152628618122,0.718733877730501
20260306,0.9923181725384984,1.2273839320667377,0.7242025469354264
20260309,0.9923181725384984,1.2273839320667377,0.7242025469354264
20260310,0.9688527181891918,1.211144853834144,0.7079634687028329
20260311,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260312,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260313,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260316,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260317,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260318,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260319,0.9605647381655168,1.2054092241722958,0.7022278390409844
20260320,0.9570752884294975,1.2039701647856111,0.7007887796543
20260323,0.969588142543269,1.2091305028127692,0.705949117681458
20260324,0.9687425909899908,1.2087817948525683,0.7056004097212571
20260325,0.9655779768016691,1.2074766986060368,0.7042953134747255
20260326,0.9286932840258544,1.1922653422663514,0.68908395713504
20260327,0.9084771056922066,1.1839281305582634,0.6807467454269521
20260330,0.890474277930968,1.1765037111693688,0.6733223260380574
20260331,0.899206058865012,1.1801047234395565,0.6769233383082451
20260401,0.9271825331934176,1.191642304156956,0.6884609190256447
20260402,0.8965064524901811,1.1789913977899698,0.6758100126586586
20260403,0.8851574927582083,1.174311053246583,0.6711296681152719
20260407,0.888451486396095,1.1756695059605882,0.672488120829277
20260408,0.9018004506954458,1.1811746582999973,0.6779932731686862
20260409,0.8950184075845308,1.1783777236719046,0.6751963385405935
20260410,0.9037413664121652,1.181975097679329,0.6787937125480179
20260413,0.8983600014993267,1.1797558068808236,0.6765744217495124
20260414,0.8973751776350748,1.179349662607859,0.6761682774765476
20260415,0.886398119686188,1.174822691459237,0.6716413063279258
20260416,0.8659775556801714,1.166401190495657,0.6632198053643459
20260417,0.8637706997143041,1.1654910765714013,0.6607115920633584
20260420,0.8636075601255464,1.1654237973227224,0.6607115920633584
20260421,0.8800248834851474,1.172194350009296,0.6607115920633584
20260422,0.8801924971691286,1.1722634743880713,0.6607115920633584
20260423,0.8769523795279343,1.170927240294371,0.6607115920633584
20260424,0.8707005697935375,1.1683489754782361,0.6607115920633584
20260427,0.8727500457835163,1.1691941854351873,0.6607115920633584
20260428,0.860811981750322,1.16427089253646,0.6607115920633584
20260429,0.8702652965551584,1.168169467507969,0.6607115920633584
20260430,0.8764950891582654,1.1707386523940726,0.6607115920633584
20260506,0.8730354474513411,1.1693118859267058,0.6607115920633584
20260507,0.8941899875889701,1.178036080816751,0.6607115920633584
20260508,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260511,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260512,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260513,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260514,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260515,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260518,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260519,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260520,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260521,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260522,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260525,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260526,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260527,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260528,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260529,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260601,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260602,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260603,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260604,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260605,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260608,0.8999812050635267,1.1804243960233198,0.6607115920633584
20260609,0.8933563748083372,1.1773238137707094,0.6576110098107479
20260610,0.8795558576521153,1.1708648349103974,0.6511520309504358
20260611,0.8676705004122348,1.1653021976345155,0.645589393674554
20260612,0.8591406619211394,1.1613100250316921,0.6415972210717307
20260615,0.9272226625513199,1.1931740630137644,0.673461259053803
20260616,0.9226751264679651,1.1910457051343895,0.671332901174428
20260617,0.9226751264679651,1.1910457051343895,0.671332901174428
20260618,0.9226751264679651,1.1910457051343895,0.671332901174428
20260622,0.9226751264679651,1.1910457051343895,0.671332901174428
20260623,0.9226751264679651,1.1910457051343895,0.671332901174428
20260624,0.9226751264679651,1.1910457051343895,0.671332901174428
20260625,0.9226751264679651,1.1910457051343895,0.671332901174428
20260626,0.9226751264679651,1.1910457051343895,0.671332901174428
20260629,0.9226751264679651,1.1910457051343895,0.671332901174428
20260630,0.9226751264679651,1.1910457051343895,0.671332901174428
20260701,0.9226751264679651,1.1910457051343895,0.671332901174428
20260702,0.9226751264679651,1.1910457051343895,0.671332901174428
20260703,0.9226751264679651,1.1910457051343895,0.671332901174428
20260706,0.9226751264679651,1.1910457051343895,0.671332901174428
20260707,0.9226751264679651,1.1910457051343895,0.671332901174428
20260708,0.9226751264679651,1.1910457051343895,0.671332901174428
20260709,0.9226751264679651,1.1910457051343895,0.671332901174428
20260710,0.9226751264679651,1.1910457051343895,0.671332901174428
20260713,0.9226751264679651,1.1910457051343895,0.671332901174428
20260714,0.9226751264679651,1.1910457051343895,0.671332901174428
20260715,0.9226751264679651,1.1910457051343895,0.671332901174428
20260716,0.9226751264679651,1.1910457051343895,0.671332901174428
20260717,0.9226751264679651,1.1910457051343895,0.671332901174428
20260720,0.9226751264679651,1.1910457051343895,0.671332901174428
20260721,0.9226751264679651,1.1910457051343895,0.671332901174428
20260722,0.9226751264679651,1.1910457051343895,0.671332901174428
20260723,0.9226751264679651,1.1910457051343895,0.671332901174428
